-1.757775694131851196e-01,1.548762768507003784e-01,-5.863006785511970520e-02,-4.050372242927551270e-01,-2.373919188976287842e-01,2.081587351858615875e-02,2.442091256380081177e-01,3.746339380741119385e-01,-2.036708146333694458e-01,3.143847882747650146e-01,3.604433834552764893e-01,-1.407041214406490326e-02,2.057316601276397705e-01
2.091075778007507324e-01,2.373059540987014771e-01,5.762032419443130493e-02,-2.049008905887603760e-01,-6.862562149763107300e-02,-4.828338325023651123e-02,2.260916866362094879e-02,1.006670221686363220e-01,-2.726944684982299805e-01,-2.475629448890686035e-01,5.419878871180117130e-04,1.727071553468704224e-01,-1.306860595941543579e-01
-9.701524674892425537e-02,9.647186100482940674e-02,-2.246914803981781006e-01,-1.355150341987609863e-01,-1.246625259518623352e-01,-4.960294961929321289e-01,-8.016915060579776764e-03,6.052391231060028076e-02,1.663222536444664001e-02,3.154908418655395508e-01,1.550055295228958130e-01,-1.701315343379974365e-01,-1.969585418701171875e-01
2.689625695347785950e-02,1.337585505098104477e-02,2.776129543781280518e-01,5.692031383514404297e-01,4.056829512119293213e-01,6.383179128170013428e-02,-2.407293617725372314e-01,-1.534522473812103271e-01,-1.622071415185928345e-01,-1.789530366659164429e-01,-4.706430733203887939e-01,1.763515472412109375e-01,2.908277809619903564e-01
-1.898254454135894775e-01,7.031434029340744019e-02,1.709265410900115967e-01,-8.319499343633651733e-02,1.620106548070907593e-01,5.694785714149475098e-01,-4.189040139317512512e-02,8.445119112730026245e-02,-1.672199517488479614e-01,8.608248084783554077e-02,-2.116178534924983978e-02,2.082123905420303345e-01,-2.611331269145011902e-02
3.145499825477600098e-01,2.448294460773468018e-01,1.083109877072274685e-03,9.196534007787704468e-02,-3.183638453483581543e-01,-7.537668105214834213e-03,-1.411899030208587646e-01,-2.259345054626464844e-01,2.767466008663177490e-01,4.532904177904129028e-02,-6.249185279011726379e-02,1.780612277798354626e-03,2.121661454439163208e-01
1.106298118829727173e-01,4.343121312558650970e-03,2.972934544086456299e-01,-5.205783843994140625e-01,-1.450308859348297119e-01,-8.007749170064926147e-02,4.829364717006683350e-01,-7.017982006072998047e-02,-7.290010899305343628e-02,-2.339058965444564819e-01,3.088819682598114014e-01,-1.296887248754501343e-01,1.532609909772872925e-01
-4.013735651969909668e-01,-2.500481903553009033e-01,-2.629902586340904236e-02,4.388818144798278809e-01,-8.351852744817733765e-02,4.881688058376312256e-01,-1.538151502609252930e-01,1.521582007408142090e-01,6.669718027114868164e-02,-8.751291781663894653e-02,-5.178077220916748047e-01,8.162098377943038940e-02,1.759149134159088135e-01
2.805621922016143799e-01,-7.549881469458341599e-03,1.874376535415649414e-01,-3.634627163410186768e-01,-6.187864392995834351e-02,1.993193328380584717e-01,1.223643496632575989e-01,-1.578973978757858276e-01,2.308443635702133179e-01,2.732508480548858643e-01,-6.607329845428466797e-02,4.069180488586425781e-01,-2.595818638801574707e-01
2.891840338706970215e-01,2.198527455329895020e-01,-2.166010141372680664e-01,-4.717186838388442993e-02,6.511767953634262085e-02,4.562853276729583740e-02,-2.842124104499816895e-01,-2.581556439399719238e-01,-2.132560461759567261e-01,-7.928904145956039429e-03,3.625436499714851379e-02,1.671774536371231079e-01,-1.822925955057144165e-01
2.071944177150726318e-01,8.189155906438827515e-02,2.483767718076705933e-01,-1.930668205022811890e-01,-2.416922003030776978e-01,-3.261895775794982910e-01,3.528584539890289307e-01,5.365826934576034546e-02,3.184882178902626038e-02,5.690807476639747620e-02,2.343868017196655273e-01,2.138718403875827789e-02,1.161393746733665466e-01
